open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1692000000000,240.470,241.310,240.070,240.830,133029.45,1692028799999,32006419.58910,63159,66400.38,15976074.67580,0
1692028800000,240.830,241.200,239.680,240.350,129353.24,1692057599999,31091497.84700,69676,62034.26,14910374.18920,0
1692057600000,240.340,240.670,238.740,239.410,155665.16,1692086399999,37288821.82650,78027,68085.26,16308910.62990,0
1692086400000,239.420,239.880,238.170,238.910,214749.99,1692115199999,51346254.37770,86348,103801.82,24821710.93860,0
1692115200000,238.920,239.300,232.210,236.730,488688.55,1692143999999,115531563.11810,202423,227701.61,53837927.05820,0
1692144000000,236.720,237.310,234.280,234.660,245365.11,1692172799999,57838728.19290,94863,114904.40,27081636.30220,0
1692172800000,234.660,234.840,232.140,233.080,391024.58,1692201599999,91357837.78930,145236,193733.45,45265310.11500,0
1692201600000,233.080,235.230,230.100,231.960,460409.53,1692230399999,107150184.08440,170005,220972.36,51437276.25530,0
1692230400000,231.960,232.320,227.000,231.030,388911.88,1692259199999,89640591.83400,146459,188283.45,43406169.46240,0
1692259200000,231.030,231.620,223.900,224.950,532735.24,1692287999999,121769337.05520,196802,247827.02,56675861.53930,0
1692288000000,224.940,226.660,204.430,217.890,1379591.75,1692316799999,302540352.19450,488223,666261.80,146144375.40640,0
1692316800000,217.880,220.240,213.230,219.190,797961.69,1692345599999,173133919.01070,251288,371416.44,80577513.12960,0
1692345600000,219.200,219.650,216.020,216.730,468850.52,1692374399999,102215837.89560,157248,234142.51,51043339.13700,0
1692374400000,216.740,217.820,214.800,215.970,411846.91,1692403199999,89141325.96130,127732,212480.25,45990571.07790,0
1692403200000,215.970,217.060,213.140,215.790,275802.93,1692431999999,59353224.88920,96216,129623.08,27895212.90460,0
1692432000000,215.790,217.420,214.440,217.270,264938.86,1692460799999,57146939.83020,98353,140985.46,30415406.58120,0
